suburb,year,type,price
Giralang,2020,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,"$860,000"
Gordon,2007,Single residential dwelling,"$812,500"
Gordon,2007,Single residential dwelling,"$730,000"
Gordon,2007,Single residential dwelling,"$720,000"
Gordon,2007,Single residential dwelling,"$710,000"
Gordon,2007,Single residential dwelling,"$675,000"
Gordon,2007,Single residential dwelling,"$645,000"
Gordon,2007,Single residential dwelling,"$630,000"
Gordon,2007,Single residential dwelling,"$610,000"
Gordon,2007,–,"$580,000"
Gordon,2007,Single residential dwelling,"$579,500"
Gordon,2007,Single residential dwelling,"$570,000"
Gordon,2007,Single residential dwelling,"$560,000"
Gordon,2007,Single residential dwelling,"$550,000"
Gordon,2007,Single residential dwelling,"$550,000"
Gordon,2007,Single residential dwelling,"$550,000"
Gordon,2007,Single residential dwelling,"$550,000"
Gordon,2007,Single residential dwelling,"$550,000"
Gordon,2007,Single residential dwelling,"$549,950"
Gordon,2007,Single residential dwelling,"$545,000"
Gordon,2007,Single residential dwelling,"$543,500"
Gordon,2007,Single residential dwelling,"$530,000"
Gordon,2007,Single residential dwelling,"$520,000"
Gordon,2007,Single residential dwelling,"$514,000"
Gordon,2007,Single residential dwelling,"$505,000"
Gordon,2007,Single residential dwelling,"$502,000"
Gordon,2007,Single residential dwelling,"$500,000"
Gordon,2007,Single residential dwelling,"$499,000"
Gordon,2007,Single residential dwelling,"$485,000"
Gordon,2007,Single residential dwelling,"$480,000"
Gordon,2007,Single residential dwelling,"$480,000"
Gordon,2007,Single residential dwelling,"$478,500"
Gordon,2007,–,"$478,500"
Gordon,2007,Single residential dwelling,"$474,250"
Gordon,2007,Single residential dwelling,"$468,500"
Gordon,2007,Single residential dwelling,"$465,000"
Gordon,2007,Single residential dwelling,"$462,000"
Gordon,2007,Single residential dwelling,"$458,000"
Gordon,2007,Single residential dwelling,"$455,000"
Gordon,2007,Single residential dwelling,"$452,500"
Gordon,2007,Single residential dwelling,"$449,000"
Gordon,2007,Single residential dwelling,"$445,000"
Gordon,2007,Single residential dwelling,"$445,000"
Gordon,2007,Single residential dwelling,"$445,000"
Gordon,2007,Single residential dwelling,"$442,000"
Gordon,2007,Single residential dwelling,"$440,000"
Gordon,2007,Single residential dwelling,"$435,000"
Gordon,2007,Single residential dwelling,"$435,000"
Gordon,2007,Single residential dwelling,"$435,000"
Gordon,2007,Single residential dwelling,"$432,500"
Gordon,2007,Single residential dwelling,"$430,000"
Gordon,2007,Single residential dwelling,"$430,000"
Gordon,2007,Single residential dwelling,"$430,000"
Gordon,2007,Single residential dwelling,"$425,000"
Gordon,2007,Single residential dwelling,"$422,000"
Gordon,2007,Single residential dwelling,"$420,000"
Gordon,2007,Single residential dwelling,"$418,000"
Gordon,2007,–,"$415,000"
Gordon,2007,Single residential dwelling,"$413,000"
Gordon,2007,Single residential dwelling,"$412,000"
Gordon,2007,Single residential dwelling,"$412,000"
Gordon,2007,Single residential dwelling,"$412,000"
Gordon,2007,Multiple unit dwelling,"$410,000"
Gordon,2007,Single residential dwelling,"$400,000"
Gordon,2007,Single residential dwelling,"$400,000"
Gordon,2007,Single residential dwelling,"$400,000"
Gordon,2007,Multiple unit dwelling,"$400,000"
Gordon,2007,Multiple unit dwelling,"$398,000"
Gordon,2007,Single residential dwelling,"$395,000"
Gordon,2007,Single residential dwelling,"$395,000"
Gordon,2007,Courtyard block,"$390,507"
Gordon,2007,Single residential dwelling...,"$390,000"
Gordon,2007,Single residential dwelling,"$389,950"
Gordon,2007,Cottage block,"$387,000"
Gordon,2007,Single residential dwelling,"$385,000"
Gordon,2007,Courtyard block,"$382,500"
Gordon,2007,Single residential dwelling,"$382,500"
Gordon,2007,Cottage block,"$380,000"
Gordon,2007,Single residential dwelling,"$380,000"
Gordon,2007,Single residential dwelling,"$380,000"
Gordon,2007,Single residential dwelling,"$380,000"
Gordon,2007,Medium density dwelling,"$380,000"
Gordon,2007,Courtyard block,"$380,000"
Gordon,2007,Multiple unit dwelling,"$379,000"
Gordon,2007,Multiple unit dwelling,"$379,000"
Gordon,2007,Medium density dwelling,"$377,500"
Gordon,2007,Multiple unit dwelling,"$375,000"
Gordon,2007,Single residential dwelling,"$375,000"
Gordon,2007,Single residential dwelling,"$375,000"
Gordon,2007,Single residential dwelling,"$374,000"
Gordon,2007,Single residential dwelling,"$373,000"
Gordon,2007,Cottage block,"$370,000"
Gordon,2007,Multiple unit dwelling,"$370,000"
Gordon,2007,Single residential dwelling,"$367,500"
Gordon,2007,Cottage block,"$367,000"
Gordon,2007,Single residential dwelling,"$360,000"
Gordon,2007,Cottage block,"$357,000"
Gordon,2007,Single residential dwelling,"$355,000"
Gordon,2007,Cottage block,"$355,000"
Gordon,2007,Multiple unit dwelling,"$355,000"
Gordon,2007,Single residential dwelling,"$350,500"
Gordon,2007,Single residential dwelling,"$350,000"
Gordon,2007,Multiple unit dwelling,"$350,000"
Gordon,2007,–,"$348,000"
Gordon,2007,Multiple unit dwelling,"$348,000"
Gordon,2007,Medium density dwelling,"$345,000"
Gordon,2007,Courtyard block,"$345,000"
Gordon,2007,Multiple unit dwelling,"$345,000"
Gordon,2007,Cottage block,"$344,000"
Gordon,2007,Courtyard block,"$342,000"
Gordon,2007,Cottage block,"$341,500"
Gordon,2007,Courtyard block,"$341,000"
Gordon,2007,Courtyard block,"$341,000"
Gordon,2007,Courtyard block,"$340,000"
Gordon,2007,Medium density dwelling,"$340,000"
Gordon,2007,Multiple unit dwelling,"$340,000"
Gordon,2007,Medium density dwelling,"$339,950"
Gordon,2007,Multiple unit dwelling,"$339,000"
Gordon,2007,Multiple unit dwelling,"$339,000"
Gordon,2007,Cottage block,"$338,000"
Gordon,2007,Courtyard block,"$337,500"
Gordon,2007,Single residential dwelling,"$337,000"
Gordon,2007,Courtyard block,"$337,000"
Gordon,2007,Medium density dwelling,"$336,000"
Gordon,2007,–,"$335,000"
Gordon,2007,Single residential dwelling,"$335,000"
Gordon,2007,Single residential dwelling,"$335,000"
Gordon,2007,Medium density dwelling,"$335,000"
Gordon,2007,Multiple unit dwelling,"$335,000"
Gordon,2007,Multiple unit dwelling,"$335,000"
Gordon,2007,Cottage block,"$335,000"
Gordon,2007,Multiple unit dwelling,"$335,000"
Gordon,2007,Cottage block,"$331,000"
Gordon,2007,Multiple unit dwelling,"$330,330"
Gordon,2007,Multiple unit dwelling,"$330,000"
Gordon,2007,Multiple unit dwelling,"$330,000"
Gordon,2007,Multiple unit dwelling,"$330,000"
Gordon,2007,Courtyard block,"$330,000"
Gordon,2007,–,"$330,000"
Gordon,2007,Multiple unit dwelling,"$330,000"
Gordon,2007,Multiple unit dwelling,"$329,950"
Gordon,2007,–,"$329,000"
Gordon,2007,Multiple unit dwelling,"$329,000"
Gordon,2007,Multiple unit dwelling,"$328,000"
Gordon,2007,Courtyard block,"$327,000"
Gordon,2007,Single residential dwelling,"$326,000"
Gordon,2007,Multiple unit dwelling,"$325,000"
Gordon,2007,Residential,"$325,000"
Gordon,2007,Multiple unit dwelling,"$325,000"
Gordon,2007,Multiple unit dwelling,"$325,000"
Gordon,2007,Courtyard block,"$325,000"
Gordon,2007,Multiple unit dwelling,"$325,000"
Gordon,2007,–,"$325,000"
Gordon,2007,Cottage block,"$323,000"
Gordon,2007,Courtyard block,"$322,000"
Gordon,2007,Multiple unit dwelling,"$320,000"
Gordon,2007,Multiple unit dwelling,"$320,000"
Gordon,2007,Multiple unit dwelling,"$320,000"
Gordon,2007,Medium density dwelling,"$320,000"
Gordon,2007,Single residential dwelling,"$320,000"
Gordon,2007,Multiple unit dwelling,"$320,000"
Gordon,2007,Courtyard block,"$319,000"
Gordon,2007,Multiple unit dwelling,"$317,000"
Gordon,2007,Multiple unit dwelling,"$317,000"
Gordon,2007,Courtyard block,"$316,500"
Gordon,2007,Multiple unit dwelling,"$315,500"
Gordon,2007,Single residential dwelling,"$315,000"
Gordon,2007,Multiple unit dwelling,"$315,000"
Gordon,2007,Multiple unit dwelling,"$315,000"
Gordon,2007,Multiple unit dwelling,"$315,000"
Gordon,2007,Courtyard block,"$315,000"
Gordon,2007,Cottage block,"$314,500"
Gordon,2007,Medium density dwelling,"$314,000"
Gordon,2007,Multiple unit dwelling,"$310,000"
Gordon,2007,Multiple unit dwelling,"$310,000"
Gordon,2007,–,"$310,000"
Gordon,2007,Multiple unit dwelling,"$310,000"
Gordon,2007,Multiple unit dwelling,"$310,000"
Gordon,2007,–,"$308,000"
Gordon,2007,Multiple unit dwelling,"$308,000"
Gordon,2007,Multiple unit dwelling,"$306,000"
Gordon,2007,Multiple unit dwelling,"$305,000"
Gordon,2007,Multiple unit dwelling,"$305,000"
Gordon,2007,Multiple unit dwelling,"$304,500"
Gordon,2007,Single residential dwelling,"$303,000"
Gordon,2007,Multiple unit dwelling,"$301,000"
Gordon,2007,Single residential dwelling,"$300,500"
Gordon,2007,–,"$300,000"
Gordon,2007,Single residential dwelling,"$300,000"
Gordon,2007,Multiple unit dwelling,"$300,000"
Gordon,2007,Cottage block,"$299,000"
Gordon,2007,Cottage block,"$299,000"
Gordon,2007,Multiple unit dwelling,"$295,000"
Gordon,2007,Multiple unit dwelling,"$293,000"
Gordon,2007,Multiple unit dwelling,"$292,000"
Gordon,2007,–,"$292,000"
Gordon,2007,Multiple unit dwelling,"$290,000"
Gordon,2007,Multiple unit dwelling,"$290,000"
Gordon,2007,Multiple unit dwelling,"$285,000"
Gordon,2007,Multiple unit dwelling,"$285,000"
Gordon,2007,Multiple unit dwelling,"$285,000"
Gordon,2007,Multiple unit dwelling,"$282,000"
Gordon,2007,Single residential dwelling,"$280,000"
Gordon,2007,Multiple unit dwelling,"$280,000"
Gordon,2007,Multiple unit dwelling,"$280,000"
Gordon,2007,Multiple unit dwelling,"$278,000"
Gordon,2007,Multiple unit dwelling,"$275,000"
Gordon,2007,Multiple unit dwelling,"$275,000"
Gordon,2007,Multiple unit dwelling,"$270,000"
Gordon,2007,Medium density dwelling,"$260,000"
Gordon,2007,Multiple unit dwelling,"$255,000"
Gordon,2007,Single residential dwelling,"$220,000"
Gordon,2007,Single residential dwelling,"$190,000"
Gordon,2007,Single residential dwelling,"$186,333"
Gordon,2007,Cottage block,"$147,500"
Gordon,2007,Single residential dwelling,"$4,050"
Gordon,2007,Multiple unit dwelling,$0
Gordon,2007,Medium density dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Multiple unit dwelling,$0
Gordon,2007,Medium density dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Cottage block,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Medium density dwelling,$0
Gordon,2007,Courtyard block,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Single residential dwelling,$0
Gordon,2007,Multiple unit dwelling,$0
Gordon,2007,Medium density dwelling,$0
Gordon,2007,Multiple unit dwelling,$0
Gordon,2007,Single residential dwelling,–
Gordon,2007,Single residential dwelling,–
Gordon,2007,Cottage block,–
Gordon,2007,Courtyard block,–
Gordon,2007,Cottage block,–
Gordon,2007,–,–
Gordon,2007,–,–
Gordon,2007,Multiple unit dwelling,–
Gordon,2007,–,–
Gordon,2007,–,–
Gordon,2007,Cottage block,–
Gordon,2007,Multiple unit dwelling,–
Gordon,2007,Single residential dwelling,–
Gordon,2007,Single residential dwelling,–
Gordon,2020,Residential care accommodation,"$2,200,000"
Gordon,2020,–,"$1,075,000"
Gordon,2020,–,"$990,000"
Gordon,2020,Single residential dwelling,"$985,000"
Gordon,2020,–,"$966,500"
Gordon,2020,Single residential dwelling,"$966,500"
Gordon,2020,Single residential dwelling,"$939,000"
Gordon,2020,Single residential dwelling,"$890,000"
Gordon,2020,Single residential dwelling,"$885,000"
Gordon,2020,Single residential dwelling,"$875,000"
Gordon,2020,Single residential dwelling,"$875,000"
Gordon,2020,Single residential dwelling,"$870,000"
Gordon,2020,Single residential dwelling,"$860,000"
Gordon,2020,Single residential dwelling,"$855,000"
Gordon,2020,Single residential dwelling,"$840,000"
Gordon,2020,–,"$840,000"
Gordon,2020,Single residential dwelling,"$831,000"
Gordon,2020,Single residential dwelling,"$820,000"
Gordon,2020,Single residential dwelling,"$805,000"
Gordon,2020,Single residential dwelling...,"$800,000"
Gordon,2020,Single residential dwelling,"$800,000"
Gordon,2020,–,"$795,000"
Gordon,2020,Single residential dwelling,"$795,000"
Gordon,2020,Single residential dwelling,"$775,000"
Gordon,2020,–,"$775,000"
Gordon,2020,Single residential dwelling,"$770,000"
Gordon,2020,Single residential dwelling,"$770,000"
Gordon,2020,Single residential dwelling,"$770,000"
Gordon,2020,Single residential dwelling,"$766,000"
Gordon,2020,Single residential dwelling,"$760,000"
Gordon,2020,Single residential dwelling,"$755,000"
Gordon,2020,Single residential dwelling,"$755,000"
Gordon,2020,Single residential dwelling,"$751,000"
Gordon,2020,Single residential dwelling,"$750,000"
Gordon,2020,Single residential dwelling,"$750,000"
Gordon,2020,Single residential dwelling,"$750,000"
Gordon,2020,Single residential dwelling,"$750,000"
Gordon,2020,Single residential dwelling,"$750,000"
Gordon,2020,Single residential dwelling,"$745,000"
Gordon,2020,Single residential dwelling,"$740,000"
Gordon,2020,Single residential dwelling,"$725,000"
Gordon,2020,Single residential dwelling,"$720,000"
Gordon,2020,Single residential dwelling,"$714,000"
Gordon,2020,Single residential dwelling,"$710,000"
Gordon,2020,Single residential dwelling,"$710,000"
Gordon,2020,Single residential dwelling...,"$700,000"
Gordon,2020,Single residential dwelling,"$700,000"
Gordon,2020,Single residential dwelling,"$697,000"
Gordon,2020,Single residential dwelling,"$690,000"
Gordon,2020,–,"$685,000"
Gordon,2020,–,"$682,000"
Gordon,2020,Single residential dwelling,"$682,000"
Gordon,2020,Single residential dwelling,"$670,000"
Gordon,2020,Single residential dwelling,"$665,000"
Gordon,2020,Single residential dwelling,"$660,000"
Gordon,2020,Medium density dwelling,"$650,000"
Gordon,2020,Single residential dwelling,"$650,000"
Gordon,2020,Single residential dwelling,"$650,000"
Gordon,2020,Single residential dwelling,"$645,000"
Gordon,2020,–,"$639,000"
Gordon,2020,Single residential dwelling,"$635,000"
Gordon,2020,Single residential dwelling,"$632,000"
Gordon,2020,Single residential dwelling,"$630,000"
Gordon,2020,Single residential dwelling,"$629,500"
Gordon,2020,Single residential dwelling,"$626,450"
Gordon,2020,–,"$615,000"
Gordon,2020,Cottage block,"$604,000"
Gordon,2020,Single residential dwelling,"$600,000"
Gordon,2020,Multiple unit dwelling,"$597,500"
Gordon,2020,Courtyard block,"$585,000"
Gordon,2020,Single residential dwelling,"$580,000"
Gordon,2020,Single residential dwelling,"$579,000"
Gordon,2020,Courtyard block,"$575,000"
Gordon,2020,Single residential dwelling,"$571,000"
Gordon,2020,Courtyard block,"$565,000"
Gordon,2020,Medium density dwelling,"$551,000"
Gordon,2020,Multiple unit dwelling,"$540,000"
Gordon,2020,Medium density dwelling,"$540,000"
Gordon,2020,Cottage block,"$540,000"
Gordon,2020,Multiple unit dwelling,"$535,000"
Gordon,2020,–,"$535,000"
Gordon,2020,Single residential dwelling,"$535,000"
Gordon,2020,Multiple unit dwelling,"$535,000"
Gordon,2020,Medium density dwelling,"$530,000"
Gordon,2020,Medium density dwelling,"$521,000"
Gordon,2020,Single residential dwelling,"$520,000"
Gordon,2020,Single residential dwelling,"$520,000"
Gordon,2020,–,"$515,000"
Gordon,2020,Single residential dwelling,"$515,000"
Gordon,2020,Multiple unit dwelling,"$515,000"
Gordon,2020,Multiple unit dwelling,"$515,000"
Gordon,2020,Single residential dwelling,"$515,000"
Gordon,2020,Multiple unit dwelling,"$510,000"
Gordon,2020,Courtyard block,"$510,000"
Gordon,2020,Cottage block,"$505,000"
Gordon,2020,Multiple unit dwelling,"$505,000"
Gordon,2020,Medium density dwelling,"$505,000"
Gordon,2020,–,"$505,000"
Gordon,2020,Single residential dwelling,"$500,000"
Gordon,2020,Courtyard block,"$500,000"
Gordon,2020,Cottage block,"$500,000"
Gordon,2020,Multiple unit dwelling,"$495,000"
Gordon,2020,Multiple unit dwelling,"$492,000"
Gordon,2020,Medium density dwelling,"$490,000"
Gordon,2020,Single residential dwelling,"$488,000"
Gordon,2020,Multiple unit dwelling,"$485,000"
Gordon,2020,–,"$485,000"
Gordon,2020,Single residential dwelling,"$485,000"
Gordon,2020,–,"$480,000"
Gordon,2020,Multiple unit dwelling,"$480,000"
Gordon,2020,–,"$477,600"
Gordon,2020,Multiple unit dwelling,"$477,600"
Gordon,2020,Multiple unit dwelling,"$475,000"
Gordon,2020,Courtyard block,"$470,000"
Gordon,2020,Multiple unit dwelling,"$465,000"
Gordon,2020,–,"$465,000"
Gordon,2020,Multiple unit dwelling,"$465,000"
Gordon,2020,Courtyard block,"$465,000"
Gordon,2020,Multiple unit dwelling,"$460,000"
Gordon,2020,Single residential dwelling,"$460,000"
Gordon,2020,Medium density dwelling,"$460,000"
Gordon,2020,–,"$455,000"
Gordon,2020,Multiple unit dwelling,"$455,000"
Gordon,2020,Multiple unit dwelling,"$455,000"
Gordon,2020,Multiple unit dwelling,"$450,000"
Gordon,2020,–,"$450,000"
Gordon,2020,Multiple unit dwelling,"$450,000"
Gordon,2020,Multiple unit dwelling,"$450,000"
Gordon,2020,Multiple unit dwelling,"$450,000"
Gordon,2020,Courtyard block,"$450,000"
Gordon,2020,–,"$445,000"
Gordon,2020,Multiple unit dwelling,"$445,000"
Gordon,2020,Multiple unit dwelling,"$445,000"
Gordon,2020,Multiple unit dwelling,"$440,000"
Gordon,2020,–,"$440,000"
Gordon,2020,–,"$440,000"
Gordon,2020,Multiple unit dwelling,"$440,000"
Gordon,2020,Multiple unit dwelling,"$440,000"
Gordon,2020,Multiple unit dwelling,"$430,000"
Gordon,2020,Multiple unit dwelling,"$430,000"
Gordon,2020,Multiple unit dwelling,"$427,000"
Gordon,2020,–,"$427,000"
Gordon,2020,Cottage block,"$425,000"
Gordon,2020,–,"$425,000"
Gordon,2020,Multiple unit dwelling,"$425,000"
Gordon,2020,Multiple unit dwelling,"$425,000"
Gordon,2020,Multiple unit dwelling,"$420,000"
Gordon,2020,–,"$420,000"
Gordon,2020,Multiple unit dwelling,"$420,000"
Gordon,2020,Multiple unit dwelling,"$415,000"
Gordon,2020,Multiple unit dwelling,"$415,000"
Gordon,2020,Multiple unit dwelling,"$414,000"
Gordon,2020,Multiple unit dwelling,"$410,000"
Gordon,2020,Multiple unit dwelling,"$406,000"
Gordon,2020,Multiple unit dwelling,"$405,500"
Gordon,2020,Multiple unit dwelling,"$405,000"
Gordon,2020,–,"$405,000"
Gordon,2020,Multiple unit dwelling,"$400,000"
Gordon,2020,–,"$395,000"
Gordon,2020,Multiple unit dwelling,"$393,000"
Gordon,2020,–,"$390,500"
Gordon,2020,–,"$390,000"
Gordon,2020,Multiple unit dwelling,"$390,000"
Gordon,2020,Multiple unit dwelling,"$380,000"
Gordon,2020,Single residential dwelling,"$370,000"
Gordon,2020,Multiple unit dwelling,"$370,000"
Gordon,2020,Single residential dwelling,"$368,000"
Gordon,2020,Multiple unit dwelling,"$350,000"
Gordon,2020,Multiple unit dwelling,"$325,000"
Gordon,2020,Multiple unit dwelling,"$290,000"
Gordon,2020,–,"$290,000"
Gordon,2020,Single residential dwelling,$0
Gordon,2020,Cottage block,$0
Gordon,2020,Multiple unit dwelling,$0
Gordon,2020,Multiple unit dwelling,$0
Gordon,2020,Cottage block,$0
Gordon,2020,Medium density dwelling,$0
Gowrie,2007,Medical practice,"$680,000"
Gowrie,2007,Multiple unit dwelling,"$600,000"
Gowrie,2007,–,"$585,000"
Gowrie,2007,Single residential dwelling,"$575,000"
Gowrie,2007,Single residential dwelling,"$529,950"
Gowrie,2007,Single residential dwelling,"$525,000"
Gowrie,2007,–,"$505,000"
Gowrie,2007,Single residential dwelling,"$495,000"
Gowrie,2007,Single residential dwelling,"$495,000"
Gowrie,2007,Single residential dwelling,"$467,000"
Gowrie,2007,Single residential dwelling,"$459,000"
Gowrie,2007,Single residential dwelling,"$453,000"
Gowrie,2007,Single residential dwelling,"$450,000"
Gowrie,2007,Single residential dwelling,"$440,000"
Gowrie,2007,Single residential dwelling,"$432,000"
Gowrie,2007,Single residential dwelling,"$430,000"
Gowrie,2007,Single residential dwelling,"$429,950"
Gowrie,2007,Single residential dwelling,"$426,000"
Gowrie,2007,Single residential dwelling,"$425,000"
Gowrie,2007,Single residential dwelling,"$420,000"
Gowrie,2007,Single residential dwelling,"$414,000"
Gowrie,2007,Single residential dwelling,"$412,500"
Gowrie,2007,Single residential dwelling,"$412,000"
Gowrie,2007,Single residential dwelling,"$410,000"
Gowrie,2007,Single residential dwelling,"$410,000"
Gowrie,2007,Single residential dwelling,"$404,000"
Gowrie,2007,Single residential dwelling,"$397,000"
Gowrie,2007,Single residential dwelling,"$396,100"
Gowrie,2007,Single residential dwelling,"$396,000"
Gowrie,2007,Single residential dwelling,"$392,000"
Gowrie,2007,Single residential dwelling,"$390,000"
Gowrie,2007,Single residential dwelling,"$390,000"
Gowrie,2007,Single residential dwelling,"$390,000"
Gowrie,2007,Single residential dwelling,"$382,500"
Gowrie,2007,Single residential dwelling...,"$380,000"
Gowrie,2007,Multiple unit dwelling,"$375,000"
Gowrie,2007,Single residential dwelling,"$374,000"
Gowrie,2007,Single residential dwelling,"$373,000"
Gowrie,2007,Single residential dwelling,"$372,000"
Gowrie,2007,Single residential dwelling,"$371,001"
Gowrie,2007,–,"$370,000"
Gowrie,2007,Single residential dwelling,"$370,000"
Gowrie,2007,Single residential dwelling,"$370,000"
Gowrie,2007,Single residential dwelling,"$359,000"
Gowrie,2007,Single residential dwelling,"$355,000"
Gowrie,2007,Single residential dwelling,"$348,000"
Gowrie,2007,Single residential dwelling,"$340,000"
Gowrie,2007,Single residential dwelling,"$339,950"
Gowrie,2007,Single residential dwelling,"$337,500"
Gowrie,2007,Multiple unit dwelling,"$335,000"
Gowrie,2007,Single residential dwelling,"$332,000"
Gowrie,2007,Single residential dwelling,"$328,000"
Gowrie,2007,Single residential dwelling...,"$325,000"
Gowrie,2007,Single residential dwelling,"$280,000"
Gowrie,2007,Single residential dwelling,"$210,000"
Gowrie,2007,Single residential dwelling,"$170,000"
Gowrie,2007,Single residential dwelling,$0
Gowrie,2007,Single residential dwelling,$0
Gowrie,2007,Single residential dwelling,$0
Gowrie,2007,Single residential dwelling,$0
Gowrie,2007,Single residential dwelling,$0
Gowrie,2007,Single residential dwelling,$0
Gowrie,2007,Single residential dwelling,$0
Gowrie,2007,Single residential dwelling,$0
Gowrie,2007,Single residential dwelling,$0
Gowrie,2007,Single residential dwelling,$0
Gowrie,2007,Single residential dwelling,$0
Gowrie,2007,Single residential dwelling,$0
Gowrie,2007,Single residential dwelling,–
Gowrie,2007,Single residential dwelling,–
Gowrie,2007,Single residential dwelling,–
Gowrie,2007,Single residential dwelling,–
Gowrie,2007,Single residential dwelling,–
Gowrie,2007,Single residential dwelling,–
Gowrie,2007,–,–
Gowrie,2007,Single residential dwelling,–
Gowrie,2020,Single residential dwelling,"$908,000"
Gowrie,2020,Single residential dwelling,"$886,000"
Gowrie,2020,Single residential dwelling,"$830,000"
Gowrie,2020,Single residential dwelling,"$825,000"
Gowrie,2020,Single residential dwelling,"$825,000"
Gowrie,2020,–,"$805,000"
Gowrie,2020,Single residential dwelling,"$805,000"
Gowrie,2020,Single residential dwelling,"$805,000"
Gowrie,2020,Single residential dwelling,"$803,000"
Gowrie,2020,Multiple unit dwelling,"$800,000"
Gowrie,2020,–,"$800,000"
Gowrie,2020,Single residential dwelling,"$796,000"
Gowrie,2020,Single residential dwelling,"$795,000"
Gowrie,2020,Single residential dwelling,"$790,000"
Gowrie,2020,Multiple unit dwelling,"$782,000"
Gowrie,2020,Multiple unit dwelling,"$781,000"
Gowrie,2020,Single residential dwelling,"$770,000"
Gowrie,2020,Single residential dwelling,"$765,000"
Gowrie,2020,Single residential dwelling,"$760,000"
Gowrie,2020,Single residential dwelling,"$750,000"
Gowrie,2020,Single residential dwelling,"$750,000"
Gowrie,2020,Single residential dwelling,"$730,000"
Gowrie,2020,Single residential dwelling,"$730,000"
Gowrie,2020,Single residential dwelling,"$728,000"
Gowrie,2020,Single residential dwelling,"$700,000"
Gowrie,2020,Single residential dwelling,"$685,000"
Gowrie,2020,Single residential dwelling,"$685,000"
Gowrie,2020,Single residential dwelling,"$680,000"
Gowrie,2020,Single residential dwelling,"$671,000"
Gowrie,2020,Single residential dwelling,"$668,000"
Gowrie,2020,Single residential dwelling,"$665,000"
Gowrie,2020,Single residential dwelling,"$655,000"
Gowrie,2020,Single residential dwelling,"$653,000"
Gowrie,2020,Single residential dwelling,"$652,000"
Gowrie,2020,Single residential dwelling,"$650,000"
Gowrie,2020,Single residential dwelling,"$640,000"
Gowrie,2020,Single residential dwelling,"$640,000"
Gowrie,2020,Single residential dwelling,"$620,000"
Gowrie,2020,Single residential dwelling,"$620,000"
Gowrie,2020,Single residential dwelling,"$610,000"
Gowrie,2020,Single residential dwelling,"$605,000"
Gowrie,2020,Single residential dwelling,"$598,000"
Gowrie,2020,Single residential dwelling,"$595,000"
Gowrie,2020,Single residential dwelling,"$593,500"
Gowrie,2020,Single residential dwelling,"$592,500"
Gowrie,2020,Single residential dwelling,"$588,000"
Gowrie,2020,Single residential dwelling,"$585,000"
Gowrie,2020,Single residential dwelling,"$575,000"
Gowrie,2020,Single residential dwelling,"$575,000"
Gowrie,2020,Single residential dwelling,"$558,000"
Gowrie,2020,Single residential dwelling...,"$555,000"
Gowrie,2020,Single residential dwelling...,"$540,000"
Gowrie,2020,Single residential dwelling,"$375,000"
Gowrie,2020,Single residential dwelling,"$295,000"
Gowrie,2020,Single residential dwelling,"$260,000"
Gowrie,2020,Single residential dwelling,$0
Gowrie,2020,Single residential dwelling,$0
Gowrie,2020,Single residential dwelling,–
Greenleigh,2007,Residence,"$966,000"
Greenleigh,2007,Residence,"$850,000"
Greenleigh,2007,Residence,"$840,000"
Greenleigh,2007,Residence,"$750,000"
Greenleigh,2007,–,"$740,000"
Greenleigh,2007,Residence,"$740,000"
Greenleigh,2007,Residence,"$680,000"
Greenleigh,2007,Residence,"$670,000"
Greenleigh,2007,–,"$670,000"
Greenleigh,2007,Residence,"$665,000"
Greenleigh,2007,Residence,"$662,500"
Greenleigh,2007,Residence,"$625,000"
Greenleigh,2007,Residence,"$619,000"
Greenleigh,2007,Residence,"$619,000"
Greenleigh,2007,Residence,"$610,000"
Greenleigh,2007,Residence,"$600,000"
Greenleigh,2007,Residence,"$595,000"
Greenleigh,2007,Residence,"$340,000"
Greenleigh,2007,Residence,"$337,000"
Greenleigh,2007,Residence,"$310,000"
Greenleigh,2007,Residence,"$263,000"
Greenleigh,2007,–,"$170,000"
Greenleigh,2007,Residence,"$170,000"
Greenleigh,2007,–,–
Greenleigh,2007,–,–
Greenleigh,2007,–,–
Greenleigh,2007,–,–
Greenleigh,2007,–,–
Greenleigh,2007,–,–
Greenleigh,2007,–,–
Greenleigh,2020,Residence,"$1,650,000"
Greenleigh,2020,Residence,"$1,375,000"
